Date,Type,Tag,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2024-01-16 13:52:18 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.32275,NOS,0.2881512004,,,,0.2881512004,,,,vFttEERqvdxZE15c2WmcGoZ3nLLWtbbZ8mqPuQvzPUpNZWyWvta9ysNp1s7spjnoMn4S12rDqD2v4xFW1mr6PAH,
2024-01-16 13:52:18 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1658822041,,,,0.1658822041,,,,vFttEERqvdxZE15c2WmcGoZ3nLLWtbbZ8mqPuQvzPUpNZWyWvta9ysNp1s7spjnoMn4S12rDqD2v4xFW1mr6PAH,
2024-01-16 13:52:38 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001157125,0.0009638262,,,,4wdmgLxqPWEqcXWYrb4G648F4jcKnVxoCWrtAYp434dxzibXVDmWtP9TmMt1uL7R1MGkjqPaiUCQ4scZDLf4xAVZ,
2024-01-16 14:59:47 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.69675,NOS,0.6174384334,,,,0.6174384334,,,,59nPPEi8feKmNyscjtRa4YYgez9VS5qpequHMBKm5pF3kwGArStctrQnsuqQDMAj8YGJUTd51YC1Ba8bbgysoAWU,
2024-01-16 14:59:47 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000662009,0.0004735685,,,,59nPPEi8feKmNyscjtRa4YYgez9VS5qpequHMBKm5pF3kwGArStctrQnsuqQDMAj8YGJUTd51YC1Ba8bbgysoAWU,
2024-01-16 15:00:05 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001082717,0.000971267,,,,4W7n1bcunWqYegRfiJep1mAiVchMK8GoAFiPtr6kgdWcmmPWPY8vZcyGL4FYiKJcEC71e41husfe3K7WHfiYBfJx,
2024-01-16 15:30:27 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.27575,NOS,0.2438933835,,,,0.2438933835,,,,58PYTsKsybVvJ2BEAuQMHS3feV4wDyDtDDTvMsMqmCUXxQHySp1KDTvz4x9Rnupm2p19BJHny3qe2rWYvVCuvH9C,
2024-01-16 15:30:27 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000541359,0.0004856335,,,,58PYTsKsybVvJ2BEAuQMHS3feV4wDyDtDDTvMsMqmCUXxQHySp1KDTvz4x9Rnupm2p19BJHny3qe2rWYvVCuvH9C,
2024-01-16 15:31:57 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0187968447,0.1686197137,,,,2BognEBm3oqS6xsRJCfPWhhYcXps6r7WS8LHJyxKHB9BxygN2x8cqGVBscm4GMjmFZ8e8DfTeGF9H2vPxuVjtzZs,
2024-01-16 15:54:09 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.333,NOS,0.2945294531,,,,0.2945294531,,,,5iEwTDCRciPGiFdFjWvAaB837E5LA4v95gw98m5fxX3CCfwkSuMTeJbZ6pqLyurvmN76obsLnyHaB2mkRUq3TAuC,
2024-01-16 15:54:09 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1671628133,,,,0.1671628133,,,,5iEwTDCRciPGiFdFjWvAaB837E5LA4v95gw98m5fxX3CCfwkSuMTeJbZ6pqLyurvmN76obsLnyHaB2mkRUq3TAuC,
2024-01-16 15:55:21 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0187968447,0.1686197137,,,,3WhyphACd2CbVj5fzqs4Bnt6fhJVkzCqfSXydNwzVSDVJ6rL4T5F18BFXD98RxnkX9Va5F8p7TNneiSaXnutmcdb,
2024-01-16 16:18:20 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.34475,NOS,0.3065378788,,,,0.3065378788,,,,55PpuXnSZTSuBSnjV7fwtHXggYRbENtUHjqvH6RimRkQ2UF3XrAHvC5Xm9tkqmTwbaRZzu9h2RSsfJQDtydCXmeH,
2024-01-16 16:18:20 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1671715595,,,,0.1671715595,,,,55PpuXnSZTSuBSnjV7fwtHXggYRbENtUHjqvH6RimRkQ2UF3XrAHvC5Xm9tkqmTwbaRZzu9h2RSsfJQDtydCXmeH,
2024-01-16 16:18:43 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0187880223,0.1686285361,,,,2S6Sjyneuf66zT7L472CrCjxZkZP5yCKvuikudjF4CcdvYKp4iikdqRKm3XJjF1JRn8k44dHMqSfTogNL6aAeCWy,
2024-01-16 17:03:05 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.6655,NOS,0.592842091,,,,0.592842091,,,,2zTFofAU7Pc41hdAMeEAXHS9JispQcWWSRAwUV7RAjAsPWYcr1MhgCW21QYFBgDQxQx3BBAJ7HTuNHEXzUomi7Ju,
2024-01-16 17:03:05 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1667590333,,,,0.1667590333,,,,2zTFofAU7Pc41hdAMeEAXHS9JispQcWWSRAwUV7RAjAsPWYcr1MhgCW21QYFBgDQxQx3BBAJ7HTuNHEXzUomi7Ju,
2024-01-16 17:04:12 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001106178,0.0009689209,,,,24Kv9iGWeKrde5sbTNin1kJ1n3w3Fr1zqEdJ8qLYyyMsmTukhuTtyyDvVUxt4bNxJ6WUH6WFwGU7C9dx4LdKbbgy,
2024-01-16 17:41:11 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.364,NOS,0.3242592353,,,,0.3242592353,,,,3kGVY4AvEcynXNJuytD3KW7iYKhV1boEiaihML79J8p9FRYLq4HAYHcaPGLW7R4AzLecuvwJ3xVcEjJZvysFMmK9,
2024-01-16 17:41:11 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.000055309,0.0004844604,,,,3kGVY4AvEcynXNJuytD3KW7iYKhV1boEiaihML79J8p9FRYLq4HAYHcaPGLW7R4AzLecuvwJ3xVcEjJZvysFMmK9,
2024-01-16 17:41:24 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0192041438,0.1682124146,,,,3K2Wmrx2eN5wuFUWvdoajrnUzJT7J6tuE9HRnB1fMohWAtXQjpGDxUaHmu3LLCPF47HdBTJGeSmRvoj68qxZeFQx,
2024-01-16 18:00:04 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.28,NOS,0.2496261286,,,,0.2496261286,,,,AmVtgA8vcb3C9sNt9wt6vnCRteygcKd3EfKkiMuLgTvKQvcLfGmXAyDp724GhKrKmML47FcAoraBUsUTNJWnPAg,
2024-01-16 18:00:04 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1657811536,,,,0.1657811536,,,,AmVtgA8vcb3C9sNt9wt6vnCRteygcKd3EfKkiMuLgTvKQvcLfGmXAyDp724GhKrKmML47FcAoraBUsUTNJWnPAg,
2024-01-16 18:00:31 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001162996,0.0009632391,,,,2Lz9ac9rv6J1F6cRAG1Dy4eurnHQFQojd5xPejqwFV3pY71boj2nhZSdRKabU1kM5T6MPGNAgAgoLce4TF7R6X6Y,
2024-01-16 18:10:40 UTC,crypto_deposit,,,,,,Coinbase,373.9922241,SUI,,,,,0,,,,9oAfxLn3rhTj4DPBRAACbSZU2VjnyT8mpvvDgA93MiM2,Received SUI From SUI address
2024-01-16 18:12:14 UTC,crypto_deposit,,,,,,Coinbase,0.035472293,SUI,0.04,,,,0.04,,,,6tDndnsqo3xJV2yWfFU6gzQouR5YeSAXm1QtsB9pQx8j,Received SUI From SUI address
2024-01-16 18:28:14 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.30575,NOS,0.2725828173,,,,0.2725828173,,,,5oLx5XzpxYUHcT82AkwP22nFncHARp6Z2SfhwwGBxoreNZSeUBGy8Md7Rg5BKSJY2G91Ajpa6yBLzn5uPWVkgtiC,
2024-01-16 18:28:14 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000581499,0.0004816195,,,,5oLx5XzpxYUHcT82AkwP22nFncHARp6Z2SfhwwGBxoreNZSeUBGy8Md7Rg5BKSJY2G91Ajpa6yBLzn5uPWVkgtiC,
2024-01-16 18:28:34 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0201905462,0.1672260122,,,,57AjfkHQNzJJDRcNw43XbBohnFn2qnjCaK29LVW9mrThCzjETEWhir9rRnSnC3wckFjqwxdK2KJBK22wVpmr8esL,
2024-01-16 18:54:27 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.38825,NOS,0.346133373,,,,0.346133373,,,,536msNkdXgnmHP2tLR5VEQEVVdjPt7J6jiNg5TwX77zp44x4Hy41gzB8k3tayi7ZMiCNFehLDNmJeoHSRqYuLb8C,
2024-01-16 18:54:27 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1657811536,,,,0.1657811536,,,,536msNkdXgnmHP2tLR5VEQEVVdjPt7J6jiNg5TwX77zp44x4Hy41gzB8k3tayi7ZMiCNFehLDNmJeoHSRqYuLb8C,
2024-01-16 18:55:17 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001162996,0.0009632391,,,,2x9gaoiVPhb1sRnUuan4geJnHoC5hig9TnPVzMeohy2ArshzMS9s81Z7e5eyRLrY4hHHDmUPy33r4wr9vxcRkAVQ,
2024-01-16 19:02:50 UTC,sell,,Coinbase,377.8,SUI,5.29,Coinbase,468.48,USD,,1.88,USD,461.31,468.48,1.88,,,672e237e-c2c9-4b0e-8a63-8d9209a28465,advanced trade
2024-01-16 19:03:07 UTC,buy,,Coinbase,232.36,USD,,Coinbase,0.00540829,BTC,233.29,0.93,USD,,232.36,0.93,,,8efbc139-7c8a-4160-918e-b501c6e7726d,advanced trade
2024-01-16 19:03:24 UTC,fiat_withdrawal,,Coinbase,233.3,USD,,,,,,,,,233.3,,,"JPMORGAN CHASE BANK, NA ****7794",,"Withdrew funds To JPMORGAN CHASE BANK, NA ****7794"
2024-01-16 19:59:10 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.63025,NOS,0.5636306554,,,,0.5636306554,,,,4J8yYTVMDxk9hn4mEBzt4ezCZHxj8yJ9r36BoMYNG67RyYeEiuVg5oGje1y65w7UHtZGCcaCqq5otUQJojK1xJi4,
2024-01-16 19:59:10 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000562114,0.000483558,,,,4J8yYTVMDxk9hn4mEBzt4ezCZHxj8yJ9r36BoMYNG67RyYeEiuVg5oGje1y65w7UHtZGCcaCqq5otUQJojK1xJi4,
2024-01-16 19:59:29 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001124227,0.000967116,,,,5CNzSyDuTkUVQriJkFFwWJshUjPVsMEYuEbhEeLiQkVynf1PuzBmRbUaYgYpMziCvVVL3MhZSDroJH3axDgsmHub,
2024-01-16 20:45:44 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3755,NOS,0.3493071279,,,,0.3493071279,,,,52oxVzXi5JtTWXa398a9WJ4pjyuqZyCqH3QdH6uHzgw2Z8aVqc8oNb57aPZSMo4TqFYogLXmAwEt3dMs2ag17va7,
2024-01-16 20:45:44 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.000054593,0.0004851764,,,,52oxVzXi5JtTWXa398a9WJ4pjyuqZyCqH3QdH6uHzgw2Z8aVqc8oNb57aPZSMo4TqFYogLXmAwEt3dMs2ag17va7,
2024-01-16 20:46:31 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0189555494,0.168461009,,,,3wUB9MquqYs5FR5n5JxeDWq5qg3iCtk8uBRf93Lihry9hcG6qfuZJ9XmwHG7xjJDXXnXgstch7eeVvcPHN4Gt9XM,
2024-01-16 21:08:57 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3365,NOS,0.3117571177,,,,0.3117571177,,,,5kmyK9Nz4ByN4QtbwMPaPZxmM4otjxZdjap4QGiqghkYGJnzBzGaB5RiB2rKkuj94DH8NnqhtCYN6GjM6LcvYiXw,
2024-01-16 21:08:57 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1681335783,,,,0.1681335783,,,,5kmyK9Nz4ByN4QtbwMPaPZxmM4otjxZdjap4QGiqghkYGJnzBzGaB5RiB2rKkuj94DH8NnqhtCYN6GjM6LcvYiXw,
2024-01-16 21:09:13 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001026313,0.0009769074,,,,5QPH2BYyomD8v6SF875tRcJ7QtDwhtuiYnERvjnKWtVQJM1mxRDsZBWA5Zt8V18CyK2kY1ZbkV9Ua8pRa4yJJXDY,
2024-01-16 22:10:48 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000486595,0.0004911099,,,,5Ed2p1qvhLQSxXEm6d34eV9PQpdHbeEg6FvRsWkTskUDKWESy4GaFrCqQZGezvqv1L7iPEFQQzp5xHeQF6nCScct,
2024-01-16 22:12:28 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0168953295,0.1705212289,,,,5Rz2VVn2FobJAUsHtxi6XpadnQnPpPtZVgRKQQ6FQLnf8e7tdSkFf4517Br5H64z1fLL6U9zhcHhuLuoVPBaUoLv,
2024-01-16 22:49:15 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.55175,NOS,0.5083075998,,,,0.5083075998,,,,2f1vzRuqc2WwtRrUBA4K4sBK4M8wozGaMCKoQG6SgdcXLg1S7VABE3PccZqrqNPuffzb5DQzCNiJNk67mHrQYq2X,
2024-01-16 22:49:15 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1690478991,,,,0.1690478991,,,,2f1vzRuqc2WwtRrUBA4K4sBK4M8wozGaMCKoQG6SgdcXLg1S7VABE3PccZqrqNPuffzb5DQzCNiJNk67mHrQYq2X,
2024-01-16 22:49:31 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0168953295,0.1705212289,,,,2LEVv3TtwyhWfuYu77DWdTw6GRqJuXZwnqa8XQFMa7KRTHuVQmA3xavYZ121QXGb519ddWUf32E7pRHrVQ9yLamq,
2024-01-16 23:10:29 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3145,NOS,0.2909633172,,,,0.2909633172,,,,2eXUaj79PsLhPiMBVi9jEpjgzJfgzC56apemsdeadpzsJpEovp92XfTQZm5Lmmh75MZPisV6TzbtCnqP8jN6HA4g,
2024-01-16 23:10:29 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1678346,,,,0.1678346,,,,2eXUaj79PsLhPiMBVi9jEpjgzJfgzC56apemsdeadpzsJpEovp92XfTQZm5Lmmh75MZPisV6TzbtCnqP8jN6HA4g,
2024-01-16 23:10:46 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.018119203,0.1692973554,,,,2YUUNe91x22Kr9Hc4r63Ji8YZaPZQbgb4D4LdW6UvMedA4oeufgZSLopGHQqEW6ka728QXZ2N4eD8uQCu9PXRcN2,
2024-01-16 23:20:42 UTC,crypto_deposit,Reward,,,,,Coinbase 2,0.000000119,SOL,,,,,0,,,,,Solana reward From Coinbase
2024-01-16 23:25:15 UTC,exchange,,Knox SOl,0.003384556,SOL,0.3653759258,Knox SOl,20450,MOCKJUP,0.3300518293,,,-0.0353240965,0.3300518293,,,,2uJ5ZWwTBoNpGmYBYSC3UDZY3W6bmwTFhEhEAZg56UkBLKbYaBWe96yhbBGabMuRvrUa6kuDWRTN1UrNnxVuNd3z,
2024-01-16 23:31:07 UTC,exchange,,Solana (SOL) 8,0.0033846,SOL,0.3653806758,Solana (SOL) 8,3200,MOCKJUP,0.3300561201,,,-0.0353245557,0.3300561201,,,,4ta3zNWAzPcsDfnNwahMV2q5gTQfiEkqSSkPj2hapDbw68MeALLQP3vfx2fDtGzxdeyeeFj8N42NKkSuRCiegJka,
2024-01-16 23:31:59 UTC,transfer,,Solana (SOL) 8,3200,MOCKJUP,,Knox SOl,3200,MOCKJUP,,,,,0,,,,4GnajHV2XSGUgB3n6haW9HrmPvRE6fDsow7kN86rVYBcXzu6yoDAVfStapoHuAjVfomxps1QXrVvEWDP8pVVJP4U,
2024-01-16 23:31:59 UTC,crypto_withdrawal,Cost,Solana (SOL) 8,0.000005,SOL,0.0005397694,,,,,,,-0.0000521843,0.0004875851,,,,4GnajHV2XSGUgB3n6haW9HrmPvRE6fDsow7kN86rVYBcXzu6yoDAVfStapoHuAjVfomxps1QXrVvEWDP8pVVJP4U,
2024-01-16 23:32:07 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.32025,NOS,0.2962829963,,,,0.2962829963,,,,3XcN45Yiad3ur8VWjyNCGN4rn1gsA7NeNcWcmamxHc4oEm6AknsVqMvECjMeBzsGsvXjnHdn48HqgRM3J4swNCBJ,
2024-01-16 23:32:07 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1678346,,,,0.1678346,,,,3XcN45Yiad3ur8VWjyNCGN4rn1gsA7NeNcWcmamxHc4oEm6AknsVqMvECjMeBzsGsvXjnHdn48HqgRM3J4swNCBJ,
2024-01-16 23:32:29 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.018119203,0.1692973554,,,,2mcrpVY17fsQmKLNVDAnNWjeNMm5weWA1yALZc9DxofDgsmXekceiUrCFueDawDwQv43bG87u3QbU32Pac2pDTHG,
2024-01-16 23:32:43 UTC,exchange,,Knox Vault,0.003383802,SOL,0.3652945286,Knox Vault,20200,MOCKJUP,0.3299783015,,,-0.0353162271,0.3299783015,,,,2uNRpDAAcJEELU9xe1wxrKwBKn2FN7y8KzGPmfqUB5wy3HpczFgK1hBM3qq46i4ufycQ39CUY62KrNNd4jHvAHPS,
2024-01-16 23:33:17 UTC,transfer,,Knox Vault,20200,MOCKJUP,,Knox SOl,20200,MOCKJUP,,,,,0,,,,3nkkweA8tuNhYu3ZFjJNeQwSDPWfiCmSMYEQr4KmK8jnw3Himbh9oHNy5RNq2HPMvnBXBAGGMHVqwZrLGn35ChoB,
2024-01-16 23:33:17 UTC,crypto_withdrawal,Cost,Knox Vault,0.000005,SOL,0.0005397694,,,,,,,-0.0000521843,0.0004875851,,,,3nkkweA8tuNhYu3ZFjJNeQwSDPWfiCmSMYEQr4KmK8jnw3Himbh9oHNy5RNq2HPMvnBXBAGGMHVqwZrLGn35ChoB,
2024-01-16 23:33:50 UTC,transfer,,Knox Vault,266667,YUNKI,,Knox SOl,266667,YUNKI,,,,,0,,,,2q8sy5kDjBuJyMfBCfbvXZtfaeDJ9VCfoEtfvjdwYvywmg6zmiicdiRZMHs3aM75UMjAUg2eQaVUPjpuYKWL3dQf,
2024-01-16 23:33:50 UTC,crypto_withdrawal,,Knox Vault,0.00204428,SOL,0.2206879418,,,,,,,-0.0213358396,0.1993521022,,,,2q8sy5kDjBuJyMfBCfbvXZtfaeDJ9VCfoEtfvjdwYvywmg6zmiicdiRZMHs3aM75UMjAUg2eQaVUPjpuYKWL3dQf,
2024-01-16 23:34:39 UTC,transfer,,Knox Vault,110243.8474,BONK,,Solana (SOL) 9,110243.8474,BONK,,,,,1.56766751,,,,3FCGeVp9Yshqy3yNFWL9SU79aNrY79daCKvWxdydDHoMCeuduukbmo11UvenQDTnaYPLxxchhU8zBypkkhZhfHSp,
2024-01-16 23:34:39 UTC,crypto_withdrawal,Cost,Knox Vault,0.000005,SOL,0.0005397694,,,,,,,-0.0000521843,0.0004875851,,,,3FCGeVp9Yshqy3yNFWL9SU79aNrY79daCKvWxdydDHoMCeuduukbmo11UvenQDTnaYPLxxchhU8zBypkkhZhfHSp,
2024-01-16 23:35:21 UTC,crypto_withdrawal,,Knox Vault,0.0021626,SOL,0.233461044,,,,,,,-0.0225707275,0.2108903165,,,,5YrUxwHcjpnifHZRFJkC33Pv1Xuj29Z4czG94C8RK7PHMN21MPCfvrFySCVrWJB7dYL3wNUx47X8zwMRCBwXcws7,
2024-01-16 23:35:21 UTC,crypto_withdrawal,,Knox Vault,10973.23073,BERN,71.23410782,,,,,,,-2.102947823,69.13116,,,,5YrUxwHcjpnifHZRFJkC33Pv1Xuj29Z4czG94C8RK7PHMN21MPCfvrFySCVrWJB7dYL3wNUx47X8zwMRCBwXcws7,
2024-01-16 23:36:28 UTC,crypto_deposit,,,,,,Knox Vault,0.02598989,SOL,2.534456732,,,,2.534456732,,,,2hhJEaMX3p5VSJBT87bpd9ad7hKWH7rgTaWJXoN3xrY2ktFq3roLUhTpjvVfkd8uzXpuoV4vkM8L78ow8xX7hdiH,
2024-01-16 23:36:37 UTC,crypto_deposit,,,,,,Knox Vault,0.00199208,SOL,0.1942617136,,,,0.1942617136,,,,4Qkpu7Fp5vZXVQzcUqNfqxdxJfd2fGDGs1ou7NvVhXqfzJoAxWvZiYVjUpMgui9ZQ3kK5VasRyAq5mFa7p2AhcXd,
2024-01-16 23:36:37 UTC,crypto_withdrawal,Lost,Knox Vault,26,RAP#bo469slzpfea6o5ikxyaxpgf6zdoxhqfcxv5exdw2znm,,,,,,,,,0,,,,4Qkpu7Fp5vZXVQzcUqNfqxdxJfd2fGDGs1ou7NvVhXqfzJoAxWvZiYVjUpMgui9ZQ3kK5VasRyAq5mFa7p2AhcXd,
2024-01-16 23:37:26 UTC,exchange,,Knox SOl,43850,MOCKJUP,0.9900862509,Knox SOl,0.732206454,SOL,71.40259449,,,70.41250824,71.40259449,,,,54XNrd4UbujdiHgf51qvAyLyseXS36uNnmkLqa81PXiobeFYbWzeRBhguZA9TMRFwBxYhenZvEBYWCkvBBk9zpCX,
2024-01-16 23:53:57 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.322,NOS,0.297902029,,,,0.297902029,,,,xrKcDFA36XsweSXZyfBvgPCur53twKJRDyvXKanUHXtKnpRGawzgF9k9gJsdeWmL7UJvtKPEKugRADPfEwBchZ9,
2024-01-16 23:53:57 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1678346,,,,0.1678346,,,,xrKcDFA36XsweSXZyfBvgPCur53twKJRDyvXKanUHXtKnpRGawzgF9k9gJsdeWmL7UJvtKPEKugRADPfEwBchZ9,
2024-01-16 23:54:14 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0001043685,0.0009751702,,,,2K16p8MXXexpY5r2NthgXc2GkaSbLAFETc5zCwimg5Ny9Ns5Pr8swY6mTrbRqHp53BLwYEu4hNLKzvYdV6Evk7fq,
2024-01-17 01:08:21 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000396045,0.0005001649,,,,4rojj8KoXsBsJPf3hXEttut37xg2688mdSNfDetABxd2HRSrssAby3TJpFTmpLeeL3g7nDR7ANVCR7HhFq5EtgnE,
2024-01-17 01:08:37 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0000792088,0.0010003299,,,,4zyw9AK61KohNyB721D5JMJx5EF2F5oB3ip5TAb7XmetWhWVRpoXmjJUFKfRcEzesPiXzCuXgtgKmbDKRjj9M4Aw,
2024-01-17 01:38:56 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.282,NOS,0.2825756906,,,,0.2825756906,,,,2eDMfUaapHwaagBu655mefaxu2BgUzN1EAu29V18TJste7pAQo3jhUgJx7QzCjgKxXqYiUAt5cuWFdS3BJfgZTqH,
2024-01-17 01:38:56 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000396045,0.0005001649,,,,2eDMfUaapHwaagBu655mefaxu2BgUzN1EAu29V18TJste7pAQo3jhUgJx7QzCjgKxXqYiUAt5cuWFdS3BJfgZTqH,
2024-01-17 01:39:28 UTC,exchange,,Knox SOl,266667,YUNKI,1.344603221,Knox SOl,147240.522,BONK,2.081349255,0.000082,SOL,0.7367460344,2.07314655,0.0082027051,,,5QQCTzQJNWm25KhZ4pgwge5Q6aoGfK9z4jJQ1eMgdVTPmmxhdSb817Ci21BguST2PiBMPxo9HprcuCJfTFqpD8bF,
2024-01-17 01:39:48 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0137512876,0.1736652708,,,,3CEkxLVT8GC9eibMPRmkLmXPQa9mkfehz6vPsEif7222BkyQRmTqw48FLHqiJAR4jFYart2qfASRvs8ayz2SQn8U,
2024-01-17 02:05:32 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.386,NOS,0.3868265923,,,,0.3868265923,,,,8GqtjVEJiNhW88132xJbqZKCR2T6NkFBxzMVPeE3GnD18chZuFTkxzoYKuujrWSqGH5nm1fvzvpMdfiUEZTQV1S,
2024-01-17 02:05:32 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1732371131,,,,0.1732371131,,,,8GqtjVEJiNhW88132xJbqZKCR2T6NkFBxzMVPeE3GnD18chZuFTkxzoYKuujrWSqGH5nm1fvzvpMdfiUEZTQV1S,
2024-01-17 02:06:02 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0010795387,,,,,,,-0.0000729782,0.0010065605,,,,v8qVMxQFjQBFGBRc6QyBWTf2y4P529voMytob8UimrPiJbTYnjwmVY36jc8x51bJQFMyp4Y5jYsiGw17gNCSbSY,
2024-01-17 02:33:22 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.30825,NOS,0.3089100961,,,,0.3089100961,,,,2wV7CzyCbwnPudSuqJC5WJoVuEprmgE1RBa9obixvG4RwRPchaWyQfEycALibpfLsZbhm1Wd3XBECKFVPGt9VHZD,
2024-01-17 02:33:22 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005397694,,,,,,,-0.0000364892,0.0005032802,,,,2wV7CzyCbwnPudSuqJC5WJoVuEprmgE1RBa9obixvG4RwRPchaWyQfEycALibpfLsZbhm1Wd3XBECKFVPGt9VHZD,
2024-01-17 02:33:56 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1874165584,,,,,,,-0.0126696046,0.1747469538,,,,386Jy1SszdeunrZywQp3F4nM2NDBnd5rhGZikbxeLbCkFjNytXjNWpbS1RtEv42xogiUjU4T9bxVaxUtDxxYT9SR,
