Date,Type,Tag,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2024-01-01 05:10:59 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.36925,NOS,0.2612500817,,,,0.2612500817,,,,269CiLPaFK55QqiVbsJupN6BSPUHQ3x7kN6iHPhSMV2NDwHM2EhnwQ6hE6FEvbix6AVN2PLUMQyyhrKr2y514dRB,
2024-01-01 05:10:59 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1759361647,,,,0.1759361647,,,,269CiLPaFK55QqiVbsJupN6BSPUHQ3x7kN6iHPhSMV2NDwHM2EhnwQ6hE6FEvbix6AVN2PLUMQyyhrKr2y514dRB,
2024-01-01 05:11:07 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0032857605,0.1774695289,,,,FaDbep4DQ7pJgHdvAoxZ7wvkfjHxLn99aZ8oT1EyaNE6L33ekXrf4KjA9Mv3on2yTeHs63t2svSJMqHn5maobzM,
2024-01-01 05:36:01 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3735,NOS,0.2642570224,,,,0.2642570224,,,,4jfNX5Ja3CnxMLHZCevfLw4k1A2SQxrMh6r2K3mZKz5QfQvmXnqso4eVUH2udd6YWph18Sz38svUQCuWttQ95Y9R,
2024-01-01 05:36:01 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1759361647,,,,0.1759361647,,,,4jfNX5Ja3CnxMLHZCevfLw4k1A2SQxrMh6r2K3mZKz5QfQvmXnqso4eVUH2udd6YWph18Sz38svUQCuWttQ95Y9R,
2024-01-01 05:36:07 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0032857605,0.1774695289,,,,5H653eF19Ze47mTnA5TYzMS3HssMMwAKb39gnUXzVJ9ojyF7Fec6z3FxXDahw5aNwJYjFsxChuPqKbustLsdzAK3,
2024-01-01 05:55:45 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.2945,NOS,0.2083633014,,,,0.2083633014,,,,4JpDv3VHbUk8thx6RaTe7P4KErqeeumkYqb9zKsEbTjyaqrkELKc3NRDbEkMJWttMAAkeK1SRn1DtTigPVFFJvKt,
2024-01-01 05:55:45 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1759361647,,,,0.1759361647,,,,4JpDv3VHbUk8thx6RaTe7P4KErqeeumkYqb9zKsEbTjyaqrkELKc3NRDbEkMJWttMAAkeK1SRn1DtTigPVFFJvKt,
2024-01-01 05:55:53 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0032857605,0.1774695289,,,,4YZvMWmXtu4aQM4FHnu3rjagk7w7D9nPPDgPiw2o6GHFDUM83uSnTRfkCfnY32PkomzqdiUpfF1Yt8TyhwT2Crxi,
2024-01-01 06:14:43 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.2825,NOS,0.2028063855,,,,0.2028063855,,,,5yauWHyxTZwkaTrMyRB6FjLWe3669rAKrtn5JYdZJUfXbLJrxyLeJFej6sWtY16VaRy3cSPW279XpPgELE6ExVbV,
2024-01-01 06:14:43 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1760244143,,,,0.1760244143,,,,5yauWHyxTZwkaTrMyRB6FjLWe3669rAKrtn5JYdZJUfXbLJrxyLeJFej6sWtY16VaRy3cSPW279XpPgELE6ExVbV,
2024-01-01 06:14:51 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0031967418,0.1775585476,,,,CognR2xkgtKPaP9PmSNMLvdFkZHjGrnhAp5CgTPW9aVWHEYMaAyYAfa5uZnqoiCaHArHdRigibFXGtQij9uUoEe,
2024-01-01 06:35:14 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.30575,NOS,0.2194975305,,,,0.2194975305,,,,GPYeZE8sXMBFVatHfWVf7Ez157XEtVCG4r5KwhGKp7W8DCFAfBnWAPKXT6ohedN1jkV6xt829ZhgXb8hvA5fv7o,
2024-01-01 06:35:14 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1760244143,,,,0.1760244143,,,,GPYeZE8sXMBFVatHfWVf7Ez157XEtVCG4r5KwhGKp7W8DCFAfBnWAPKXT6ohedN1jkV6xt829ZhgXb8hvA5fv7o,
2024-01-01 06:35:21 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0031967418,0.1775585476,,,,4EfgzK5u6WYEkefAkkxHMH3u42WKbbjT3JPjc1MjiMMGs9ysKdTFEr2srwoEXVupFYBRKzSk6FsCjNf7XCwvjTus,
2024-01-01 07:00:49 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.382,NOS,0.2779880011,,,,0.2779880011,,,,51JJZwPXQfpMqAu5wS8r8Qx7HLnPs1teKgeQeiNuSE2PgcF9xX6N3bRtLYLRmVGxZVFZMuQSJAMXpnBZ3uCVLke4,
2024-01-01 07:00:49 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1764170967,,,,0.1764170967,,,,51JJZwPXQfpMqAu5wS8r8Qx7HLnPs1teKgeQeiNuSE2PgcF9xX6N3bRtLYLRmVGxZVFZMuQSJAMXpnBZ3uCVLke4,
2024-01-01 07:00:58 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.002800637,0.1779546524,,,,3zegQkAQ7TKJPBnt9QF83skseLQA8QCKuVK2u9QJ8VFP3qaM2n8bjzauRykXiag4D31RVPghK3QNdT8ntng6u5T1,
2024-01-01 07:24:07 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.34725,NOS,0.2526998256,,,,0.2526998256,,,,4rWz5an9a1CTXZd4Lqpe5hx44m88yNr9rqBFuYubzk6Vqso72jCNhjzAYrHohV7hEyztYDBYY6CVcXXH5tGfZhDk,
2024-01-01 07:24:07 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1764170967,,,,0.1764170967,,,,4rWz5an9a1CTXZd4Lqpe5hx44m88yNr9rqBFuYubzk6Vqso72jCNhjzAYrHohV7hEyztYDBYY6CVcXXH5tGfZhDk,
2024-01-01 07:24:16 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.002800637,0.1779546524,,,,5amR234FAiaX7Veaa8DHQEKZfbFaTuvNLkb8yd28cbnxhJse3beVhxYi5kJoU5WXgisp8uCSheZAMvtqpSoQgbYk,
2024-01-01 07:53:12 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.434,NOS,0.3158292997,,,,0.3158292997,,,,EpCZVwfSGhoZBGpUHCK265BwbevBpEYJKH4aG8L5wRZj7fwU6cVjDoAfhq8WwUgfjBaVCbXUmxL15EnwVgwQQwv,
2024-01-01 07:53:12 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1764170967,,,,0.1764170967,,,,EpCZVwfSGhoZBGpUHCK265BwbevBpEYJKH4aG8L5wRZj7fwU6cVjDoAfhq8WwUgfjBaVCbXUmxL15EnwVgwQQwv,
2024-01-01 07:53:18 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.002800637,0.1779546524,,,,FpFTfFwnsis7RbQ5mspBFxrayuePUXHbq74NTSWq8cz27cJHq5yy83TpmF2HXePWmFyvxzJwbiyCuNkvSxrPr7e,
2024-01-01 08:11:32 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.2735,NOS,0.2108379293,,,,0.2108379293,,,,5prZ3t25GkLfPAtNQLShoJPMkVgN5dv4bgqUXqvLuvDhwUZyzD8gMcR4H2hxo1VP7fy2K7pDBWT1zPLvVMdDDQ3w,
2024-01-01 08:11:32 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1760316938,,,,0.1760316938,,,,5prZ3t25GkLfPAtNQLShoJPMkVgN5dv4bgqUXqvLuvDhwUZyzD8gMcR4H2hxo1VP7fy2K7pDBWT1zPLvVMdDDQ3w,
2024-01-01 08:11:40 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0031893988,0.1775658906,,,,2Yp2bZrsjCdSnPFFg9cvteh4wHzF2Tpq6EuShgsLGBBbUnDETN4g2qnunoDbzKHTkbaum7QLUzzFqNA3ZCcMzd1j,
2024-01-01 08:35:19 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.35475,NOS,0.2734725975,,,,0.2734725975,,,,5FR6ts5XNoJnh38CYPDtzPZJdXQsnHasVvn3KVrqPtNMCF37Y9j2EPCPUdDR4c4Wkp57GV5kncthygZtg3HPWLx6,
2024-01-01 08:35:19 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1760316938,,,,0.1760316938,,,,5FR6ts5XNoJnh38CYPDtzPZJdXQsnHasVvn3KVrqPtNMCF37Y9j2EPCPUdDR4c4Wkp57GV5kncthygZtg3HPWLx6,
2024-01-01 08:35:26 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0031893988,0.1775658906,,,,3eAf8F1wDSgF36J8PPux43B76vx8sJ1d4Ls2yGo1jvgN4279LKzbV1Juxvr1BNru8QJFSXSGam5UKy8eU7XuEwZh,
2024-01-01 08:59:11 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.35625,NOS,0.2746289298,,,,0.2746289298,,,,3aQ6FJ1XZ1v2GReVrP26p5toXWn2ubHzxDDV6u7BScW7rjbnxcuWqenNsEDp8zTc8rww641bUSnu9hz94mvvDyUy,
2024-01-01 08:59:11 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1760316938,,,,0.1760316938,,,,3aQ6FJ1XZ1v2GReVrP26p5toXWn2ubHzxDDV6u7BScW7rjbnxcuWqenNsEDp8zTc8rww641bUSnu9hz94mvvDyUy,
2024-01-01 08:59:19 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0031893988,0.1775658906,,,,4NQoFEaAyVmrfkLTuKokf5EFwDArDffsK7GqNxuGhxE3siEUYoFC5pBQTVG6YDyX3C2xSvpf4F8FNtrufXdtProP,
2024-01-01 09:21:18 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.32975,NOS,0.255057823,,,,0.255057823,,,,61Me4ifZb2yctbJbn8iYgeBFWkUWniGuxBmw7nBMdawUcsi6QDJzh6CSBedLPNsw3yL8HeK5EfWVgxh6Bs1rXvFm,
2024-01-01 09:21:18 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1791769199,,,,0.1791769199,,,,61Me4ifZb2yctbJbn8iYgeBFWkUWniGuxBmw7nBMdawUcsi6QDJzh6CSBedLPNsw3yL8HeK5EfWVgxh6Bs1rXvFm,
2024-01-01 09:21:26 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0000167607,0.1807385287,,,,47UB7g3WeESx6hsfEfYgV3paNwNe6n78rD73AtHoEFRgohU48m48DA98TdaGkD4Eg3ddJQeF5TjvmehzXbyfdK9i,
2024-01-01 09:44:24 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3445,NOS,0.266466778,,,,0.266466778,,,,4qdKAwLYejYe3qgUjQakCbWjRWLmLrFHb6Ggtd9nUveDE9qbxDr7M5YcrN62U5vqv7fkDum5zFY2Dysvdsd6DcDt,
2024-01-01 09:44:24 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1791769199,,,,0.1791769199,,,,4qdKAwLYejYe3qgUjQakCbWjRWLmLrFHb6Ggtd9nUveDE9qbxDr7M5YcrN62U5vqv7fkDum5zFY2Dysvdsd6DcDt,
2024-01-01 09:44:33 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807552894,,,,,,,-0.0000167607,0.1807385287,,,,4SmU4gSeG2t37uAauxJNA2Bv4cdA56k7aRqwm3hJwfXp3AadTdHmmj8XiA9njpj1uAVsEXupGPqhthzug5kPGSwj,
2024-01-01 10:04:12 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.29475,NOS,0.228632903,,,,0.228632903,,,,5obGJuC6ntvk9baArWNp2SnqKDfYUS5bcYRxfdh9t8GK58oSvLUQpGwxRmySUGqo75kyz4neAx7gtesTR7HTN4Yk,
2024-01-01 10:04:12 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1796956398,,,,0.1796956398,,,,5obGJuC6ntvk9baArWNp2SnqKDfYUS5bcYRxfdh9t8GK58oSvLUQpGwxRmySUGqo75kyz4neAx7gtesTR7HTN4Yk,
2024-01-01 10:04:19 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1812573935,,,,,,,0.0000043761,0.1812617696,,,,5ffqm39be1iYAMEyVGEjSkfZcBQgn7MS573bnCzJ83fDTYarREL5icX4wZQ2Nzj56B9veXbtmC3pytDkkRu8wYpn,
2024-01-01 10:23:10 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.28275,NOS,0.2193246932,,,,0.2193246932,,,,5pjQ8finuPadZB3KdgAaB7Rguxn981XLAPJLrdzWDBh5QxRmT2XyqpfH5gcbQjkT4xKMVLqTG7TvZywwmdwKZqBd,
2024-01-01 10:23:10 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1796956398,,,,0.1796956398,,,,5pjQ8finuPadZB3KdgAaB7Rguxn981XLAPJLrdzWDBh5QxRmT2XyqpfH5gcbQjkT4xKMVLqTG7TvZywwmdwKZqBd,
2024-01-01 10:23:20 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1812573935,,,,,,,0.0000043761,0.1812617696,,,,2tvJCjmcPW1w9nmGpEGh4a2Nc3KRhpbDcPWw8GNfbNvFAZyVepNpgPGx9Z2dC6L9KBu4Z85jMk6C3cQvPfmmh2br,
2024-01-01 10:46:42 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3505,NOS,0.2718772943,,,,0.2718772943,,,,2zaeUn9oUqzREDxZjJDE9LFRqMtK3twngky9p8SLZjBbyaP79sPYdceBttV4svHXjiT6graYqPeKqbmHycAuCnne,
2024-01-01 10:46:42 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1796956398,,,,0.1796956398,,,,2zaeUn9oUqzREDxZjJDE9LFRqMtK3twngky9p8SLZjBbyaP79sPYdceBttV4svHXjiT6graYqPeKqbmHycAuCnne,
2024-01-01 10:46:50 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1812573935,,,,,,,0.0000043761,0.1812617696,,,,5m741bDxyuVX7jhsvp3wjg9XtJJfAhsVrrrgjPwUzigkhL5XN17AbWe92wqEZZWvjCg3G196iCFS9T51KALGpKEi,
2024-01-01 11:08:52 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3305,NOS,0.2604809591,,,,0.2604809591,,,,2xRevkztqUViVDGaxHBzXJUTzLqFtG5DXkFyttqEgmv59pVYqcK9Bv9vz5a8UysFvP1M9Xot5gsDxNingDeDLDqU,
2024-01-01 11:08:52 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1792194987,,,,0.1792194987,,,,2xRevkztqUViVDGaxHBzXJUTzLqFtG5DXkFyttqEgmv59pVYqcK9Bv9vz5a8UysFvP1M9Xot5gsDxNingDeDLDqU,
2024-01-01 11:09:00 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807812524,,,,,,,0.0000002263,0.1807814787,,,,3LokAaCqQeHm7EAdWD5AzHpqCYpyYk5xVaDnQNSCbHLdWGYAfsQxQQhmGXN5z2D4sK2m7q8Cx9gZjfEoM9UPTpU5,
2024-01-01 11:30:20 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.32,NOS,0.2522054672,,,,0.2522054672,,,,3zK4N4QWTF5YP5P4giNhF122h4y5wf47eyJLt9GP4NNVvVmfqkMG4FQVDwVY9RyeDeFouADSq8ZhLqTwA1D1RCtf,
2024-01-01 11:30:20 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1792194987,,,,0.1792194987,,,,3zK4N4QWTF5YP5P4giNhF122h4y5wf47eyJLt9GP4NNVvVmfqkMG4FQVDwVY9RyeDeFouADSq8ZhLqTwA1D1RCtf,
2024-01-01 11:30:32 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807812524,,,,,,,0.0000002263,0.1807814787,,,,64FrFgSHwUb6wGVNtM1itY3Fovhmy3LxRRvzR5WefSFUEqHHKrPjXYzJEw2LVERMf8DSTaZFgYkLBzbZWYnEoChL,
2024-01-01 11:56:05 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.38325,NOS,0.3020554541,,,,0.3020554541,,,,4HpzMjMaxg8uK76P1p77tbg8TwEjequcgdbrXwKf43W7qzdTvBmGHWtBf2aG2KXrmMMsyAqRiSroxNrMmhY1jCoc,
2024-01-01 11:56:05 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1792194987,,,,0.1792194987,,,,4HpzMjMaxg8uK76P1p77tbg8TwEjequcgdbrXwKf43W7qzdTvBmGHWtBf2aG2KXrmMMsyAqRiSroxNrMmhY1jCoc,
2024-01-01 11:56:13 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1807812524,,,,,,,0.0000002263,0.1807814787,,,,125JGhufReqjA97uCVhn7eMJbHDM8qNAKS1CnKMdtg7goPQgvDGERgoNTtodJ2DcEwe8km9RRnto29SKQyZDrvfF,
2024-01-01 12:23:42 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.41225,NOS,0.3372459676,,,,0.3372459676,,,,2GH5w9w8UH5LYs3DJKMLRp5cazvVnW1JP2xUnw4r6HAnTWPsp3NjFzMHR5iTiigRjFVoy2mg3BvFAd6j2LErBasL,
2024-01-01 12:23:42 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1806013165,,,,0.1806013165,,,,2GH5w9w8UH5LYs3DJKMLRp5cazvVnW1JP2xUnw4r6HAnTWPsp3NjFzMHR5iTiigRjFVoy2mg3BvFAd6j2LErBasL,
2024-01-01 12:23:53 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1821630702,,,,,,,0.0000122694,0.1821753396,,,,4v6cAJg9oEcziu92brtm8ev4bR31njH43k4sjfoNcRobpSS3HEb3bSmoizeK7Yp5BzzEuzhCUZvTBPSLQsLyihWC,
2024-01-01 12:48:35 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3705,NOS,0.3030918884,,,,0.3030918884,,,,3MSHAvyDj2ZTT9z9D2jAYcTStzasRnrsCxyi4RXu6S7xB1323AMJtYpLsYQDcD55SvCXhjpTLPEr7Ewi8EqAfnx6,
2024-01-01 12:48:35 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1806013165,,,,0.1806013165,,,,3MSHAvyDj2ZTT9z9D2jAYcTStzasRnrsCxyi4RXu6S7xB1323AMJtYpLsYQDcD55SvCXhjpTLPEr7Ewi8EqAfnx6,
2024-01-01 12:48:43 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1821630702,,,,,,,0.0000122694,0.1821753396,,,,EXTyPE4TVGijwXbgKENRjhtguh6aYFx8DRcv9oe2jMyDy7MV7eAW7UuTnmg5TbdtWYVMJ15BRcSAaKYCPR8RHGw,
2024-01-01 13:09:44 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.31525,NOS,0.2632701447,,,,0.2632701447,,,,SxqpxZfDxEqatGe8ufy77q8aRwLEYJ6rCsDF3o8B4CySfh957ATEpKzdJNDJ3h5fidZJrSAaRbeVK17GhfELBME,
2024-01-01 13:09:44 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1818788466,,,,0.1818788466,,,,SxqpxZfDxEqatGe8ufy77q8aRwLEYJ6rCsDF3o8B4CySfh957ATEpKzdJNDJ3h5fidZJrSAaRbeVK17GhfELBME,
2024-01-01 13:09:57 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1834406003,,,,,,,0.0000234037,0.183464004,,,,4UVsVRJqQgoSRr9ahqx1DA8Wj1Egrh2ZxdyB34z2Kip23oEZodYLZ4q8tcaPuwsF9WZjuvvbmggKLmGup6zF2rMz,
2024-01-01 13:33:10 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.34825,NOS,0.2908289544,,,,0.2908289544,,,,5LBrz3uoERfyX6vWkiDmf8TJQK1H9B6zWv3wEx7q58BRDud78z2Sw1gsvYTYYWhy5F1AESiLexdFrv2nSQ541mkp,
2024-01-01 13:33:10 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1818788466,,,,0.1818788466,,,,5LBrz3uoERfyX6vWkiDmf8TJQK1H9B6zWv3wEx7q58BRDud78z2Sw1gsvYTYYWhy5F1AESiLexdFrv2nSQ541mkp,
2024-01-01 13:33:19 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1834406003,,,,,,,0.0000234037,0.183464004,,,,4wu1EJ5ov1U8H8DiMp9B9eVHDsPjs1HYAaeqk3xoMWscjTCbWanrnK91Rdkmwx2GjQGoFeNsSi25DEty825rk3tq,
2024-01-01 13:52:23 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.286,NOS,0.2388430178,,,,0.2388430178,,,,3r4zHXJkdtecNbwUXbVhs1ENotv9t5ZTtdi47oAHHsvnh2e34PupFHKCvenwirbigi8wgXFcri1jFCoKhTm4by8M,
2024-01-01 13:52:23 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1818788466,,,,0.1818788466,,,,3r4zHXJkdtecNbwUXbVhs1ENotv9t5ZTtdi47oAHHsvnh2e34PupFHKCvenwirbigi8wgXFcri1jFCoKhTm4by8M,
2024-01-01 13:52:32 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1834406003,,,,,,,0.0000234037,0.183464004,,,,4goXjvzoQFR9effMcQoKoFMeKq7xDnyZATAZvMHPRyKPuE2Dhng1qJ72dxmgUj6WyvYrRKkiKGMkpCxkkdChpbgt,
2024-01-01 14:13:18 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3115,NOS,0.270154794,,,,0.270154794,,,,3ThsLS6Aw6JujZUBUM1G1oAcXMvXeTGwc9h93XqAg4Cf8SsdpSiqQWg4au51M1aFjvs9bgPXAaFSmVqqsctG6vvt,
2024-01-01 14:13:18 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1800861238,,,,0.1800861238,,,,3ThsLS6Aw6JujZUBUM1G1oAcXMvXeTGwc9h93XqAg4Cf8SsdpSiqQWg4au51M1aFjvs9bgPXAaFSmVqqsctG6vvt,
2024-01-01 14:13:28 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1816478775,,,,,,,0.0000077793,0.1816556568,,,,APZMD1iDeX2Gcuy4esZ8LFaxaS8CZtR8msYbbpBfDwfXDbeMAQ85hSbQLkbfxRt1QooKNipdtisu5UFX2R1ytbk,
2024-01-01 14:32:06 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.2795,NOS,0.2424021346,,,,0.2424021346,,,,52GJ23ka1imFiov6d9odn7tQQMpSR4ZjVqy9MZWth5hCcwU6QFBgZakz7keMTwwi3vCGMZCcqBsnoVRBo9qT1zsH,
2024-01-01 14:32:06 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1800861238,,,,0.1800861238,,,,52GJ23ka1imFiov6d9odn7tQQMpSR4ZjVqy9MZWth5hCcwU6QFBgZakz7keMTwwi3vCGMZCcqBsnoVRBo9qT1zsH,
2024-01-01 14:32:15 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1816478775,,,,,,,0.0000077793,0.1816556568,,,,QSwKYqwtxYQn6Zvioj8oF9qLPHKFmAVrAxFhMQ5qCYELGhhg1JjeZ6VykPBUcRJgcoyiu342a5bzCzG98Uva2Ww,
2024-01-01 14:35:36 UTC,crypto_withdrawal,Cost,Knox SOl,0.000005,SOL,0.0005205846,,,,,,,0.0000025931,0.0005231777,,,,b5hCHfiWLJ6o64bQzQjgjDYNXovP1DCfD1DeDheLRAv8HEy4F1MQjdNa73V9Du19BBmo4KzW6Y7vHbPnfJW8g5U,
2024-01-01 14:43:26 UTC,crypto_deposit,Airdrop,,,,,Solana (SOL) 9,20.98671227,JTO,,,,,0,,,,4AmW61uehjkvzSqZscppCGe3nm7Nv6jwN8UpBTn7YqAWHtt4fM49j8tVgqC9v6A3ZUvK3EyvmXzTR1eRuHR6c2r6,
2024-01-01 14:43:26 UTC,crypto_withdrawal,Cost,Solana (SOL) 9,0.000061951,SOL,0.0064501468,,,,,,,0.0000321291,0.0064822759,,,,4AmW61uehjkvzSqZscppCGe3nm7Nv6jwN8UpBTn7YqAWHtt4fM49j8tVgqC9v6A3ZUvK3EyvmXzTR1eRuHR6c2r6,
2024-01-01 14:54:23 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.332,NOS,0.2879338415,,,,0.2879338415,,,,5s4PorECKrSst68RkxM2nUpgu4yenTPE1H4EejeHhQNz3dn7WxejSaPV9AMnaNFKtMYwdcduJQhNYk7Kci9CR5Uh,
2024-01-01 14:54:23 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.00172108,SOL,0.1800861238,,,,0.1800861238,,,,5s4PorECKrSst68RkxM2nUpgu4yenTPE1H4EejeHhQNz3dn7WxejSaPV9AMnaNFKtMYwdcduJQhNYk7Kci9CR5Uh,
2024-01-01 14:54:42 UTC,crypto_withdrawal,,Solana (SOL) 10,0.00173608,SOL,0.1816478775,,,,,,,0.0000077793,0.1816556568,,,,5zRjwvESGSjGFwgiTFHxTowCkjUxJr7ttdzM4v1HyznQQiejQW9qeFCkDzFddUcQ2YaNPeoNR9T2NdkfKLZMVJ2E,
2024-01-01 14:58:51 UTC,transfer,,Solana (SOL) 10,83,NOS,,Solana (SOL) 9,83,NOS,,,,,71.98346036,,,,4XLMj6iXLd2My1kdifLB9LYRKYR7NNLQUDWgyuMCCS3qos2guVtXDjSfGRS4FWvcfzQUfCPk6xhm5Bdim1L8qfuV,
2024-01-01 14:58:51 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005205846,,,,,,,0.0000025931,0.0005231777,,,,4XLMj6iXLd2My1kdifLB9LYRKYR7NNLQUDWgyuMCCS3qos2guVtXDjSfGRS4FWvcfzQUfCPk6xhm5Bdim1L8qfuV,
2024-01-01 15:02:13 UTC,exchange,,Solana (SOL) 9,177,NOS,118.4559592,Solana (SOL) 9,1.469001119,SOL,155.4733067,,,37.01734746,155.4733067,,,,2kkAM4QWYTgecXCPwtGmtM6UCPnAKzDNGe2a2w1epizYjm8jdpfDv6bwGLF9BVk5MdVHdyix2yRGNrogof5mjue5,
